Epoch	Stage	Loss	Sensitivity	Specificity	AUC - promoter active	AUC - nonpromoter active	AUC - promoter inactive	AUC - nonpromoter inactive	AUC - random
205	valid	1.32, 1.41, 1.45, 1.41, 1.23	0.85, 0.65, 0.57, 0.63, 1.00	0.94, 0.92, 0.90, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.83, 0.82, 0.79, 0.81, 0.86	0.80, 0.75, 0.78, 0.72, 0.84	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
206	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
206	valid	1.31, 1.42, 1.45, 1.42, 1.23	0.86, 0.64, 0.57, 0.63, 1.00	0.94, 0.92, 0.90, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.82, 0.82, 0.79, 0.80, 0.86	0.80, 0.75, 0.78, 0.72, 0.83	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
207	train	1.28, 1.28, 1.30, 1.28, 1.24	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
207	valid	1.31, 1.41, 1.46, 1.42, 1.24	0.85, 0.66, 0.56, 0.63, 1.00	0.94, 0.91, 0.90, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.83, 0.82, 0.79, 0.81, 0.87	0.80, 0.75, 0.78, 0.72, 0.83	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
208	train	1.28, 1.28, 1.30, 1.28, 1.24	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
208	valid	1.30, 1.42, 1.46, 1.42, 1.23	0.87, 0.64, 0.56, 0.63, 1.00	0.93, 0.92, 0.90, 0.93, 1.00	0.94, 0.92, 0.93, 0.95, 0.96	0.83, 0.82, 0.79, 0.80, 0.86	0.80, 0.75, 0.77, 0.71, 0.83	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
209	train	1.28, 1.28, 1.30, 1.28, 1.24	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
209	valid	1.30, 1.42, 1.46, 1.42, 1.23	0.87, 0.64, 0.56, 0.62, 1.00	0.93, 0.92, 0.90, 0.93, 1.00	0.94, 0.92, 0.93, 0.95, 0.96	0.83, 0.82, 0.79, 0.80, 0.86	0.80, 0.75, 0.77, 0.71, 0.83	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
210	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
210	valid	1.31, 1.41, 1.46, 1.42, 1.24	0.86, 0.66, 0.57, 0.63, 1.00	0.94, 0.92, 0.90, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.83, 0.82, 0.79, 0.81, 0.86	0.80, 0.75, 0.78, 0.71, 0.83	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
211	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
211	valid	1.31, 1.41, 1.46, 1.41, 1.24	0.85, 0.65, 0.57, 0.64, 1.00	0.94, 0.92, 0.90, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.83, 0.82, 0.79, 0.81, 0.86	0.80, 0.75, 0.77, 0.72, 0.83	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
212	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.95, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
212	valid	1.30, 1.43, 1.45, 1.42, 1.23	0.88, 0.62, 0.57, 0.64, 1.00	0.93, 0.93, 0.90, 0.93, 1.00	0.94, 0.92, 0.93, 0.95, 0.96	0.82, 0.81, 0.78, 0.80, 0.85	0.80, 0.75, 0.78, 0.72, 0.83	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
213	train	1.28, 1.28, 1.30, 1.28, 1.24	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
213	valid	1.32, 1.40, 1.46, 1.41, 1.24	0.84, 0.68, 0.55, 0.64, 1.00	0.94, 0.91, 0.91, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.83, 0.83, 0.79, 0.82, 0.87	0.79, 0.75, 0.77, 0.71, 0.82	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
214	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
214	valid	1.32, 1.41, 1.46, 1.41, 1.24	0.85, 0.66, 0.56, 0.64, 1.00	0.94, 0.91, 0.90, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.83, 0.83, 0.79, 0.81, 0.87	0.79, 0.75, 0.77, 0.71, 0.83	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
215	train	1.28, 1.28, 1.30, 1.28, 1.24	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
215	valid	1.32, 1.42, 1.45, 1.41, 1.23	0.84, 0.64, 0.58, 0.64, 1.00	0.94, 0.92, 0.89, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.82, 0.82, 0.79, 0.81, 0.86	0.80, 0.75, 0.78, 0.72, 0.84	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
216	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
216	valid	1.30, 1.43, 1.46, 1.42, 1.23	0.88, 0.62, 0.57, 0.64, 1.00	0.93, 0.93, 0.90, 0.93, 1.00	0.94, 0.92, 0.93, 0.95, 0.96	0.82, 0.82, 0.78, 0.80, 0.85	0.80, 0.75, 0.78, 0.71, 0.83	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
217	train	1.28, 1.28, 1.30, 1.28, 1.24	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
217	valid	1.31, 1.40, 1.47, 1.42, 1.24	0.85, 0.68, 0.55, 0.63, 1.00	0.94, 0.91, 0.91, 0.94, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.84, 0.83, 0.79, 0.82, 0.88	0.79, 0.75, 0.77, 0.71, 0.82	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
218	train	1.28, 1.28, 1.30, 1.28, 1.24	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
218	valid	1.31, 1.41, 1.46, 1.41, 1.23	0.87, 0.65, 0.56, 0.64, 1.00	0.93, 0.92, 0.91, 0.94, 1.00	0.93, 0.91, 0.92, 0.94, 0.96	0.83, 0.82, 0.79, 0.81, 0.86	0.79, 0.75, 0.77, 0.71, 0.82	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
219	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
219	valid	1.31, 1.42, 1.46, 1.41, 1.24	0.87, 0.64, 0.56, 0.64, 1.00	0.93, 0.92, 0.90, 0.93, 1.00	0.94, 0.92, 0.93, 0.94, 0.96	0.82, 0.82, 0.79, 0.80, 0.86	0.80, 0.75, 0.77, 0.71, 0.83	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
220	train	1.28, 1.28, 1.30, 1.28, 1.24	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
220	valid	1.31, 1.41, 1.46, 1.42, 1.23	0.86, 0.66, 0.56, 0.63, 1.00	0.94, 0.91, 0.91, 0.94, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.83, 0.83, 0.79, 0.81, 0.87	0.80, 0.75, 0.77, 0.71, 0.83	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
221	train	1.28, 1.28, 1.30, 1.28, 1.24	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
221	valid	1.31, 1.42, 1.45, 1.41, 1.24	0.85, 0.63, 0.58, 0.64, 1.00	0.94, 0.92, 0.90, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.82, 0.82, 0.79, 0.80, 0.86	0.80, 0.75, 0.78, 0.72, 0.84	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
222	train	1.28, 1.28, 1.30, 1.28, 1.24	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
222	valid	1.31, 1.41, 1.46, 1.41, 1.24	0.85, 0.66, 0.56, 0.64, 1.00	0.94, 0.91, 0.90, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.83, 0.83, 0.79, 0.81, 0.87	0.79, 0.75, 0.77, 0.71, 0.82	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
223	train	1.28, 1.28, 1.30, 1.28, 1.24	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
223	valid	1.31, 1.43, 1.45, 1.41, 1.24	0.86, 0.61, 0.59, 0.64, 1.00	0.94, 0.93, 0.89, 0.93, 1.00	0.94, 0.91, 0.93, 0.94, 0.96	0.81, 0.81, 0.78, 0.80, 0.85	0.81, 0.75, 0.78, 0.72, 0.84	0.84, 0.82, 0.78, 0.82, 0.86	1.00, 1.00, 1.00, 1.00, 1.00
224	train	1.28, 1.28, 1.30, 1.28, 1.24	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
224	valid	1.30, 1.42, 1.47, 1.42, 1.23	0.88, 0.64, 0.55, 0.63, 1.00	0.92, 0.92, 0.91, 0.94, 1.00	0.94, 0.92, 0.93, 0.95, 0.96	0.83, 0.82, 0.79, 0.81, 0.86	0.80, 0.74, 0.77, 0.71, 0.82	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
225	train	1.28, 1.28, 1.30, 1.28, 1.24	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
225	valid	1.32, 1.41, 1.45, 1.41, 1.24	0.84, 0.65, 0.58, 0.64, 1.00	0.94, 0.92, 0.90, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.82, 0.82, 0.79, 0.81, 0.86	0.80, 0.75, 0.78, 0.72, 0.83	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
226	train	1.28, 1.28, 1.30, 1.28, 1.24	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
226	valid	1.30, 1.42, 1.46, 1.42, 1.23	0.88, 0.63, 0.56, 0.63, 1.00	0.92, 0.92, 0.91, 0.94, 1.00	0.94, 0.92, 0.93, 0.95, 0.96	0.82, 0.82, 0.78, 0.80, 0.86	0.80, 0.75, 0.77, 0.71, 0.83	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
227	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
227	valid	1.31, 1.42, 1.46, 1.41, 1.24	0.86, 0.65, 0.57, 0.64, 1.00	0.94, 0.92, 0.90, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.96	0.83, 0.82, 0.79, 0.81, 0.86	0.80, 0.75, 0.77, 0.72, 0.83	0.84, 0.82, 0.78, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
228	train	1.28, 1.28, 1.30, 1.28, 1.24	0.94, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
228	valid	1.31, 1.40, 1.46, 1.42, 1.24	0.85, 0.67, 0.56, 0.63, 1.00	0.94, 0.91, 0.91, 0.94, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.83, 0.83, 0.79, 0.81, 0.87	0.79, 0.75, 0.77, 0.71, 0.82	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
229	train	1.28, 1.28, 1.30, 1.28, 1.24	0.94, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
229	valid	1.31, 1.41, 1.46, 1.42, 1.24	0.87, 0.65, 0.57, 0.63, 1.00	0.93, 0.92, 0.91, 0.94, 1.00	0.94, 0.91, 0.92, 0.94, 0.96	0.83, 0.82, 0.79, 0.81, 0.86	0.80, 0.75, 0.78, 0.71, 0.83	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
230	train	1.28, 1.28, 1.30, 1.28, 1.24	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
230	valid	1.31, 1.41, 1.46, 1.42, 1.23	0.85, 0.66, 0.56, 0.62, 1.00	0.94, 0.91, 0.90, 0.94, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.83, 0.83, 0.79, 0.81, 0.87	0.80, 0.75, 0.78, 0.71, 0.83	0.83, 0.81, 0.77, 0.82, 0.84	1.00, 1.00, 1.00, 1.00, 1.00
231	train	1.28, 1.28, 1.30, 1.28, 1.24	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.93, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
231	valid	1.30, 1.41, 1.47, 1.42, 1.23	0.88, 0.67, 0.54, 0.63, 1.00	0.93, 0.91, 0.91, 0.94, 1.00	0.94, 0.92, 0.93, 0.94, 0.96	0.84, 0.83, 0.79, 0.81, 0.87	0.79, 0.75, 0.77, 0.71, 0.82	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
232	train	1.28, 1.28, 1.30, 1.28, 1.24	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.94, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
232	valid	1.31, 1.42, 1.46, 1.42, 1.24	0.87, 0.65, 0.56, 0.64, 1.00	0.93, 0.92, 0.91, 0.93, 1.00	0.94, 0.91, 0.93, 0.94, 0.96	0.83, 0.82, 0.79, 0.81, 0.86	0.80, 0.75, 0.77, 0.71, 0.82	0.84, 0.82, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
233	train	1.28, 1.28, 1.30, 1.28, 1.23	0.94, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.94, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
233	valid	1.30, 1.41, 1.47, 1.42, 1.23	0.87, 0.66, 0.54, 0.62, 1.00	0.93, 0.92, 0.91, 0.94, 1.00	0.94, 0.92, 0.93, 0.94, 0.96	0.83, 0.83, 0.79, 0.81, 0.87	0.79, 0.75, 0.77, 0.71, 0.82	0.84, 0.81, 0.77, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
234	train	1.28, 1.28, 1.30, 1.28, 1.23	0.94, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.94, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
234	valid	1.30, 1.40, 1.48, 1.42, 1.23	0.88, 0.68, 0.52, 0.62, 1.00	0.92, 0.91, 0.92, 0.94, 1.00	0.94, 0.92, 0.93, 0.95, 0.96	0.84, 0.83, 0.79, 0.81, 0.87	0.79, 0.74, 0.76, 0.70, 0.81	0.83, 0.81, 0.77, 0.81, 0.84	1.00, 1.00, 1.00, 1.00, 1.00
235	train	1.28, 1.28, 1.30, 1.28, 1.24	0.94, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.94, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
235	valid	1.32, 1.42, 1.45, 1.41, 1.24	0.84, 0.64, 0.58, 0.65, 1.00	0.94, 0.92, 0.90, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.82, 0.82, 0.78, 0.80, 0.86	0.80, 0.75, 0.78, 0.72, 0.84	0.85, 0.82, 0.78, 0.83, 0.86	1.00, 1.00, 1.00, 1.00, 1.00
236	train	1.28, 1.28, 1.30, 1.28, 1.23	0.93, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.94, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
236	valid	1.31, 1.42, 1.46, 1.41, 1.24	0.85, 0.64, 0.57, 0.65, 1.00	0.94, 0.92, 0.90, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.95	0.82, 0.82, 0.79, 0.81, 0.86	0.80, 0.75, 0.77, 0.72, 0.83	0.85, 0.82, 0.78, 0.83, 0.86	1.00, 1.00, 1.00, 1.00, 1.00
237	train	1.28, 1.28, 1.30, 1.28, 1.23	0.94, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.94, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
237	valid	1.31, 1.42, 1.46, 1.41, 1.23	0.86, 0.64, 0.57, 0.64, 1.00	0.93, 0.92, 0.90, 0.93, 1.00	0.93, 0.91, 0.92, 0.94, 0.96	0.82, 0.82, 0.78, 0.80, 0.86	0.80, 0.75, 0.77, 0.71, 0.83	0.84, 0.82, 0.78, 0.82, 0.85	1.00, 1.00, 1.00, 1.00, 1.00
238	train	1.28, 1.28, 1.30, 1.28, 1.24	0.94, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.94, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
238	valid	1.30, 1.41, 1.47, 1.42, 1.23	0.87, 0.67, 0.55, 0.62, 1.00	0.93, 0.91, 0.91, 0.94, 1.00	0.94, 0.92, 0.92, 0.94, 0.96	0.83, 0.83, 0.79, 0.81, 0.87	0.79, 0.75, 0.77, 0.71, 0.82	0.83, 0.81, 0.77, 0.81, 0.84	1.00, 1.00, 1.00, 1.00, 1.00
239	train	1.28, 1.28, 1.30, 1.28, 1.23	0.94, 0.94, 0.91, 0.92, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.94, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
239	valid	1.30, 1.41, 1.47, 1.42, 1.23	0.88, 0.65, 0.56, 0.62, 1.00	0.92, 0.92, 0.91, 0.94, 1.00	0.94, 0.92, 0.93, 0.95, 0.96	0.83, 0.82, 0.79, 0.81, 0.86	0.80, 0.75, 0.77, 0.71, 0.82	0.83, 0.81, 0.77, 0.81, 0.84	1.00, 1.00, 1.00, 1.00, 1.00
240	train	1.28, 1.28, 1.30, 1.28, 1.24	0.94, 0.94, 0.91, 0.93, 1.00	0.98, 0.98, 0.98, 0.99, 1.00	0.96, 0.96, 0.95, 0.97, 0.97	0.95, 0.96, 0.96, 0.96, 0.97	0.95, 0.95, 0.95, 0.94, 0.96	0.96, 0.96, 0.95, 0.96, 0.96	1.00, 1.00, 1.00, 1.00, 1.00
